Log_ID,Server_ID,Server_Cluster,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Config_Version,Last_Patch_Date,Deployment_Token
Station1_LOG01840,SRV074,CL-3,2025-08-01 21:18:00,50.68,49.93,33.13,20.94,4.11,302.36,4.99,v1.1.2,2024-09-09 00:00:00,4QX20T2NCN
Station1_LOG01841,SRV001,CL-8,2025-08-01 03:14:00,22.26,56.77,15.72,24.46,9.91,211.03,3.94,v1.0.0,2024-09-06 00:00:00,GG48LEFX70
Station1_LOG01842,SRV097,CL-3,2025-08-01 14:02:00,85.5,51.85,68.38,21.25,23.92,805.81,1.6,v3.1.0,2024-03-08 00:00:00,PNNQK0GM5F
Station1_LOG01843,SRV045,CL-2,2025-08-01 10:54:00,17.84,65.81,43.97,23.23,6.52,557.61,9.05,v2.0.3,2024-12-22 00:00:00,KN3PDN68BN
Station1_LOG01844,SRV050,CL-1,2025-08-01 15:22:00,51.71,38.47,70.4,28.12,2.23,671.98,3.38,v2.0.3,2024-03-27 00:00:00,7P9JP50EOZ
Station1_LOG01845,SRV016,CL-2,2025-08-02 02:36:00,31.44,,27.51,14.84,10.86,113.2,8.85,v1.0.0,2024-05-26 00:00:00,M171K1YM2J
Station1_LOG01846,SRV070,CL-1,2025-08-01 10:03:00,15.52,87.42,73.1,17.29,18.1,694.44,3.35,v3.1.0,2024-05-08 00:00:00,RW7XOZG42W
Station1_LOG01847,SRV020,CL-9,2025-08-01 15:09:00,56.59,,77.25,19.65,23.55,838.14,8.74,v3.1.0,2024-06-08 00:00:00,5UN7D00YKG
Station1_LOG01848,SRV048,CL-9,2025-08-01 00:19:00,74.5,,,28.09,24.94,321.01,8.92,v1.1.2,2024-11-15 00:00:00,V2ZOTTSMZN
Station1_LOG01849,SRV029,CL-2,2025-08-02 00:02:00,66.46,50.77,24.3,10.55,24.3,423.24,4.93,v3.1.0,2024-05-11 00:00:00,JUNWU1ZJMK
Station1_LOG01850,SRV056,CL-4,2025-08-01 11:03:00,52.09,50.55,56.43,16.16,22.41,587.11,6.46,v2.0.3,2024-04-13 00:00:00,T2LSVRYL36
Station1_LOG01851,SRV077,CL-1,2025-08-02 06:55:00,72.03,87,79.66,12.52,5.62,318.55,6.21,v3.1.0,2024-03-25 00:00:00,LCSMA48S15
Station1_LOG01852,SRV035,CL-6,2025-08-01 17:51:00,12.95,35.11,5.94,22.05,13.03,775.31,6.65,v1.1.2,2024-11-28 00:00:00,FKRXXWFMH6
Station1_LOG01853,SRV063,CL-10,2025-08-01 01:23:00,13.59,62.62,42.32,5.14,1.81,273.43,6.92,v2.0.3,2024-10-21 00:00:00,NL2URQN3BZ
Station1_LOG01854,SRV032,CL-4,2025-08-02 01:41:00,24.09,,61.2,20.03,,995.22,4.13,v2.0.3,2024-05-26 00:00:00,O2D8FU8KXH
Station1_LOG01855,SRV010,CL-4,2025-08-02 09:39:00,83.76,39.62,69.78,23.83,18.65,579.6,3.96,v1.1.2,2024-03-23 00:00:00,01SVB8Q351
Station1_LOG01856,SRV032,CL-4,2025-08-02 09:04:00,79.63,,5.87,10.42,16.01,349.96,8.54,v3.1.0,2024-08-19 00:00:00,CQ2IHW922Q
Station1_LOG01857,SRV084,CL-9,2025-08-02 17:36:00,16.33,57.65,53.33,24.92,11,580.68,1.34,v1.0.0,2024-01-01 00:00:00,8W63QBVQCH
Station1_LOG01858,SRV067,CL-5,2025-08-02 01:17:00,48.44,88.32,78.1,4.34,3.05,100.31,1.31,v1.0.0,2024-09-01 00:00:00,NA623BR3D7
Station1_LOG01859,SRV034,CL-6,2025-08-01 09:35:00,55.06,40.97,55.44,3.73,10.83,353.03,2.66,v1.1.2,2024-10-02 00:00:00,L4B731660U
Station1_LOG01860,SRV016,CL-2,2025-08-01 18:20:00,80.89,73.18,8.65,11.73,8.98,939.98,6.88,v3.1.0,2024-07-20 00:00:00,SRC4DWC279
Station1_LOG01861,SRV063,CL-10,2025-08-01 15:39:00,63.46,36.01,18.53,12.74,7.25,362.4,7.32,v2.0.3,2024-02-19 00:00:00,N1677SNPFC
Station1_LOG01862,SRV034,CL-6,2025-08-02 09:05:00,14.33,,56.69,15.91,12.01,808.54,1.81,v2.0.3,2024-05-26 00:00:00,3OL8Z7FZ4X
Station1_LOG01863,SRV010,CL-4,2025-08-01 09:41:00,76.08,24.37,22.33,4.61,21.24,558.34,5.36,v1.0.0,2024-06-23 00:00:00,QM4L9GFJ1P
Station1_LOG01864,SRV066,CL-9,2025-08-01 16:43:00,56.88,64.08,16.23,17.13,1.66,777.65,6.14,v3.1.0,2024-11-11 00:00:00,KP748FFOYW
Station1_LOG01865,SRV048,CL-9,2025-08-02 19:31:00,86.18,46.26,59.89,6.87,6.17,604.41,0.48,v3.1.0,2024-08-14 00:00:00,32QL5G0TRH
Station1_LOG01866,SRV089,CL-1,2025-08-01 04:13:00,79.13,,26.18,3.26,6.85,812.13,0.17,v3.1.0,2024-04-02 00:00:00,Z6P51PUBF2
Station1_LOG01867,SRV016,CL-2,2025-08-02 17:33:00,78.75,21.19,47.05,18.89,2.01,570.52,7.89,v1.0.0,2024-11-02 00:00:00,JZEO3V598W
Station1_LOG01868,SRV041,CL-10,2025-08-01 18:04:00,55.96,53.75,69.98,8.21,9.7,946.95,0.34,v3.1.0,2024-12-04 00:00:00,I3WEHGSUWG
Station1_LOG01869,SRV041,CL-10,2025-08-02 07:41:00,49.03,79.04,76.55,23.01,2.04,173.22,6.81,v1.1.2,2024-08-25 00:00:00,N8J0WE511K
Station1_LOG01870,SRV027,CL-7,2025-08-02 05:14:00,25.19,44.23,47.71,15,24.97,446.92,8.5,v1.0.0,2024-04-24 00:00:00,BBX4IO16UM
Station1_LOG01871,SRV035,CL-6,2025-08-01 13:44:00,94.83,50.21,62.05,26.17,17.59,649.01,0.85,v1.1.2,2024-03-08 00:00:00,L80HNSFE1V
Station1_LOG01872,SRV029,CL-2,2025-08-02 04:21:00,32.3,75.96,30.94,29.29,12.23,557.36,2.97,v2.0.3,2024-10-21 00:00:00,FA2HZTEIWW
Station1_LOG01873,SRV020,CL-9,2025-08-01 04:59:00,44.43,85.95,60.36,28.69,8.84,183.87,7.14,v3.1.0,2024-08-01 00:00:00,DLD7M1DNFC
Station1_LOG01874,SRV077,CL-1,2025-08-01 16:36:00,42.68,69.02,30.13,29.13,12.92,810.81,8.17,v2.0.3,2024-09-15 00:00:00,57MUCHV5NN
Station1_LOG01875,SRV032,CL-4,2025-08-02 05:58:00,76.23,74.78,74.42,24.04,17.98,511.54,5.54,v1.1.2,2024-02-28 00:00:00,2CXV3CX4KA
Station1_LOG01876,SRV041,CL-10,2025-08-01 09:29:00,13.21,50.73,28.09,17.25,4.73,530.09,7.13,v3.1.0,2024-06-13 00:00:00,UFXWT4SNHF
Station1_LOG01877,SRV082,CL-10,2025-08-02 02:52:00,91.14,77.23,56.09,8.91,16.76,499.34,8.48,v1.0.0,2024-02-10 00:00:00,I0QIV55RCD
Station1_LOG01878,SRV045,CL-2,2025-08-01 12:41:00,61.05,37.04,58.72,8.35,12.6,696.83,3.81,v1.1.2,2024-01-26 00:00:00,N9JNE7SH6S
Station1_LOG01879,SRV043,CL-8,2025-08-01 04:19:00,12.95,56.87,35.83,28.54,3.91,922.72,1.86,v2.0.3,2024-05-28 00:00:00,BTXJUVRM28
Station1_LOG01880,SRV006,CL-4,2025-08-02 09:03:00,35.47,72.04,65.88,9.56,20.76,169.53,1.91,v3.1.0,2024-10-18 00:00:00,7TG2MYAXKE
Station1_LOG01881,SRV077,CL-1,2025-08-01 00:38:00,33.03,60.46,72.5,19.22,12,348.92,5.98,v1.0.0,2024-02-25 00:00:00,3RS2NU4BMZ
Station1_LOG01882,SRV091,CL-2,2025-08-02 13:18:00,29.46,36,16.25,17.95,12.71,777.44,8.87,v3.1.0,2024-10-06 00:00:00,4HU270A0WE
Station1_LOG01883,SRV086,CL-4,2025-08-01 23:38:00,36.57,57.51,79.5,10.65,9.1,676.29,5.18,v1.1.2,2024-11-12 00:00:00,OH4R0D3FNZ
Station1_LOG01884,SRV056,CL-4,2025-08-02 09:24:00,30.68,87.41,61.29,5.61,20.45,698.62,9.27,v1.0.0,2024-02-15 00:00:00,MRYNHFKUGM
Station1_LOG01885,SRV071,CL-2,2025-08-01 23:11:00,57.85,86.19,44.12,7.46,2.86,806.5,9.21,v3.1.0,2024-09-16 00:00:00,C7I85H6YYD
Station1_LOG01886,SRV032,CL-4,2025-08-01 03:51:00,24.04,43.28,65.91,22.6,14.08,251.33,4.07,v1.1.2,2024-06-14 00:00:00,F6HPKYHECF
Station1_LOG01887,SRV096,CL-4,2025-08-02 19:58:00,68.89,76.3,52.41,29.38,12.13,104.3,1.66,v3.1.0,2024-09-10 00:00:00,FZRDIX2BV5
Station1_LOG01888,SRV081,CL-4,2025-08-02 00:08:00,15.49,,63.19,29.51,22.64,180.73,4.28,v1.0.0,2024-11-21 00:00:00,E0L4OL5KP3
Station1_LOG01889,SRV008,CL-1,2025-08-01 16:09:00,42.88,46.59,13.39,22.53,15.16,987.16,7.96,v2.0.3,2024-07-25 00:00:00,WTLBN4DBZX
Station1_LOG01890,SRV019,CL-2,2025-08-01 00:40:00,40.2,48.87,73.77,21.94,11.21,569.72,6.39,v1.1.2,2024-04-22 00:00:00,NELGVD3OH6
Station1_LOG01891,SRV078,CL-1,2025-08-02 06:03:00,48.21,20.65,8.94,15.46,5.66,624.97,3.17,v3.1.0,2024-02-21 00:00:00,YSY8L5BQKM
Station1_LOG01892,SRV070,CL-1,2025-08-02 22:06:00,46.19,39.02,14.69,9.47,16.89,453.94,5.69,v3.1.0,2024-05-04 00:00:00,XKP43MDHOH
Station1_LOG01893,SRV082,CL-10,2025-08-01 11:56:00,69.69,67.97,24.08,4.32,14.76,992.62,2.15,v1.1.2,2024-12-14 00:00:00,HL0QSN5QC3
Station1_LOG01894,SRV020,CL-9,2025-08-01 22:58:00,48.19,,75.88,29.34,22.45,539.09,8.78,v3.1.0,2024-01-13 00:00:00,UYA7ZP8PWN
Station1_LOG01895,SRV043,CL-8,2025-08-01 14:16:00,88.07,65.41,68.68,29.1,21.22,490.04,4.29,v2.0.3,2024-02-21 00:00:00,ZCYA1JUSSH
Station1_LOG01896,SRV012,CL-3,2025-08-02 15:48:00,64.99,57.93,50.34,25.77,,522.07,9.78,v1.0.0,2024-09-22 00:00:00,YASDWTTVZU
Station1_LOG01897,SRV008,CL-1,2025-08-02 19:45:00,47.25,87.48,25.3,12.3,4.13,152.45,0.63,v1.1.2,2024-09-27 00:00:00,48T5EOA48Q
Station1_LOG01898,SRV077,CL-1,2025-08-02 00:42:00,58.91,68.37,22.32,9.17,9.33,766.9,9.78,v1.0.0,2024-09-14 00:00:00,ZYLEOL2MYW
Station1_LOG01899,SRV017,CL-6,2025-08-01 11:28:00,76.04,56.88,42.55,8.3,7.93,655.58,3.71,v3.1.0,2024-07-11 00:00:00,2C8HH41QKI
Station1_LOG01900,SRV029,CL-2,2025-08-01 16:20:00,81.12,54.15,24.75,25.58,6.6,979.29,3.12,v3.1.0,2024-11-14 00:00:00,22MW8PNDSE
Station1_LOG01901,SRV056,CL-4,2025-08-02 05:51:00,88.98,56.75,46.71,3.98,20.01,379.26,4.79,v1.0.0,2024-07-07 00:00:00,VQQ1JYOT59
Station1_LOG01902,SRV036,CL-9,2025-08-01 13:19:00,93.45,57.96,51.96,23.38,16.1,285.03,6.05,v1.1.2,2024-04-10 00:00:00,OZLV48PQXK
Station1_LOG01903,SRV001,CL-8,2025-08-02 23:46:00,61.83,49.49,72.37,12.33,9.74,225.97,2.24,v1.0.0,2024-09-28 00:00:00,59H9XDELLT
Station1_LOG01904,SRV014,CL-10,2025-08-02 09:25:00,38.77,82.06,38.37,19.71,2.88,198.24,7.76,v2.0.3,2024-01-07 00:00:00,1MH1NBZOYW
Station1_LOG01905,SRV043,CL-8,2025-08-02 05:16:00,26.94,54.34,70.48,29.72,11.35,244.87,5.84,v2.0.3,2024-05-16 00:00:00,5CLF0XSZ6X
Station1_LOG01906,SRV013,CL-2,2025-08-01 17:59:00,30.96,60,65.48,20.28,0.96,664.17,2.81,v3.1.0,2024-03-20 00:00:00,09WQ4N1815
Station1_LOG01907,SRV016,CL-2,2025-08-02 10:03:00,94.46,66.05,30.99,7.85,0.57,900.59,3.22,v1.1.2,2024-04-13 00:00:00,PYQLD56YJV
Station1_LOG01908,SRV063,CL-10,2025-08-01 08:19:00,47.11,83.84,5.63,13.95,16.73,770.49,5.61,v1.0.0,2024-01-07 00:00:00,Y6B0M1G0E5
Station1_LOG01909,SRV001,CL-8,2025-08-01 13:31:00,71.3,44.24,7.92,3.26,5.78,213.59,2.94,v1.0.0,2024-04-03 00:00:00,XPO6ZD87R2
Station1_LOG01910,SRV035,CL-6,2025-08-02 10:01:00,63.75,46.26,46.05,4.74,19.51,133.84,3.79,v2.0.3,2024-06-28 00:00:00,SZR0MZRD5D
Station1_LOG01911,SRV006,CL-4,2025-08-02 17:04:00,59.67,88.61,52.48,20.82,12,180.47,9.43,v1.0.0,2024-07-19 00:00:00,Z72WUMA480
Station1_LOG01912,SRV077,CL-1,2025-08-01 13:56:00,42,88.65,24.69,2.25,17.09,862.06,3.53,v3.1.0,2024-07-17 00:00:00,4TXVSFAGN3
Station1_LOG01913,SRV077,CL-1,2025-08-01 04:07:00,78.36,45.47,52.58,24.12,18.74,333.73,1.48,v1.1.2,2024-05-04 00:00:00,D1BPO49IM4
Station1_LOG01914,SRV097,CL-3,2025-08-01 19:16:00,74.7,54.13,69.45,16.8,9,847.92,6.41,v3.1.0,2024-12-03 00:00:00,9T27YFZRKL
Station1_LOG01915,SRV067,CL-5,2025-08-02 11:36:00,31,85.82,67.06,29.89,5.07,953,7.48,v1.1.2,2024-12-25 00:00:00,UONEW4MWOC
Station1_LOG01916,SRV016,CL-2,2025-08-01 19:09:00,25.72,86.51,20.79,22.82,17.75,741.92,4.89,v1.1.2,2024-11-17 00:00:00,WYK3X5ZN9C
Station1_LOG01917,SRV016,CL-2,2025-08-01 03:26:00,65.02,,14.55,29.9,24.68,632.9,4.05,v1.0.0,2024-05-02 00:00:00,9BGDYBOJ52
Station1_LOG01918,SRV032,CL-4,2025-08-01 16:56:00,20.4,32.82,57.58,29.41,8.39,602.81,4.09,v1.1.2,2024-05-03 00:00:00,KWES65O412
Station1_LOG01919,SRV096,CL-4,2025-08-02 08:01:00,72.31,25.86,42.14,0.74,22.01,564.73,3.24,v2.0.3,2024-12-05 00:00:00,8XGBDE6TEZ
Station1_LOG01920,SRV081,CL-4,2025-08-01 05:55:00,41.16,50.02,46.79,27.99,9.17,626.78,9.94,v3.1.0,2024-11-19 00:00:00,PCFYX0JOC6
Station1_LOG01921,SRV040,CL-6,2025-08-02 23:43:00,70.52,23.57,51.99,26.52,4.93,633.97,3.24,v3.1.0,2024-07-06 00:00:00,RJR9LY6PSF
Station1_LOG01922,SRV066,CL-9,2025-08-01 14:37:00,18.44,33.64,30.57,12.57,22.98,770.28,8.96,v3.1.0,2024-02-22 00:00:00,5QGUUHY52R
Station1_LOG01923,SRV094,CL-8,2025-08-02 08:39:00,63.87,,43.21,7.73,5.58,797.61,5.92,v1.0.0,2024-01-05 00:00:00,GP510LGS48
Station1_LOG01924,SRV067,CL-5,2025-08-01 00:00:00,58.36,59.97,,5.37,6.27,983.65,2.89,v3.1.0,2024-09-21 00:00:00,1P2K6MU0D1
Station1_LOG01925,SRV028,CL-2,2025-08-02 12:53:00,60.68,62.46,9.13,15.37,9.06,618.62,1.47,v2.0.3,2024-10-21 00:00:00,SZVGGHUGT7
Station1_LOG01926,SRV029,CL-2,2025-08-02 10:12:00,76.46,58.19,26.03,19.35,24.95,726.46,2.65,v2.0.3,2024-06-24 00:00:00,2T2KRYNLAF
Station1_LOG01927,SRV040,CL-6,2025-08-02 04:34:00,48.64,58.12,,23.14,8.84,147.18,0.08,v1.1.2,2024-03-05 00:00:00,G9NJEPLI20
Station1_LOG01928,SRV013,CL-2,2025-08-01 00:12:00,41.95,40.94,13.58,2.65,17.95,623.11,2.93,v3.1.0,2024-04-04 00:00:00,KUXPG3JPA9
Station1_LOG01929,SRV016,CL-2,2025-08-01 10:23:00,76.47,87.26,75.4,28.56,11.62,374.65,6.84,v1.0.0,2024-01-02 00:00:00,FL1ZYPEQVV
Station1_LOG01930,SRV082,CL-10,2025-08-02 02:33:00,51.62,56.81,14.36,28.24,14.2,881.14,9.11,v1.1.2,2024-10-25 00:00:00,HS0S3THZOU
Station1_LOG01931,SRV066,CL-9,2025-08-02 12:08:00,47.87,43.34,70.24,9.53,7.02,834.47,6.94,v1.1.2,2024-09-28 00:00:00,Z8D9M0IB3W
Station1_LOG01932,SRV097,CL-3,2025-08-02 19:07:00,22.87,79.95,58.02,13.46,13.78,602.1,5.44,v1.1.2,2024-12-21 00:00:00,MEVA7J6OY7
Station1_LOG01933,SRV006,CL-4,2025-08-01 19:45:00,13.18,84.78,11.08,7.78,9.23,695.95,6.65,v2.0.3,2024-01-18 00:00:00,OFZOWGDCOQ
Station1_LOG01934,SRV035,CL-6,2025-08-02 06:19:00,47.97,84.87,20.86,10.74,15.89,147.42,8.56,v3.1.0,2024-11-23 00:00:00,IVC99BXP6S
Station1_LOG01935,SRV086,CL-4,2025-08-02 15:11:00,73.69,29.32,8.52,16.16,7.24,918.87,2.65,v1.1.2,2024-12-16 00:00:00,KYFJNBIF9Y
Station1_LOG01936,SRV005,CL-3,2025-08-02 10:00:00,63.08,72.58,18.34,25.27,22.03,509.27,9.74,v2.0.3,2024-10-04 00:00:00,W31CFKO78G
Station1_LOG01937,SRV005,CL-3,2025-08-02 07:53:00,87.31,34.9,42.41,29.68,14.13,361.51,0.01,v3.1.0,2024-03-26 00:00:00,OZLAF7Z4SZ
Station1_LOG01938,SRV077,CL-1,2025-08-02 00:13:00,16.69,37.53,53.9,19.15,,681.66,8.52,v3.1.0,2024-07-22 00:00:00,7U29X5LAL5
Station1_LOG01939,SRV089,CL-1,2025-08-02 18:04:00,57.97,,39.24,13.07,9.5,285.51,6.71,v1.1.2,2024-06-24 00:00:00,VNIK2INKUD
Station1_LOG01940,SRV029,CL-2,2025-08-01 04:11:00,78.84,42.53,11.06,27.41,3.53,535.89,6.45,v3.1.0,2024-08-05 00:00:00,FFP5NY1LI8
Station1_LOG01941,SRV071,CL-2,2025-08-01 00:42:00,94.81,36.73,,12.68,11.73,814.69,6.7,v2.0.3,2024-12-02 00:00:00,4RP59Q6PU4
Station1_LOG01942,SRV011,CL-7,2025-08-02 23:13:00,27.69,,69.97,25.6,2.85,436.32,1.39,v1.1.2,2024-09-13 00:00:00,XYEP6C15R5
Station1_LOG01943,SRV010,CL-4,2025-08-01 03:43:00,10.68,,66.19,7.46,10.79,942.17,0.58,v1.0.0,2024-06-12 00:00:00,T77HVX55JM
Station1_LOG01944,SRV008,CL-1,2025-08-02 05:46:00,43.18,23.28,31.45,14.36,8.63,968.51,3.1,v2.0.3,2024-12-18 00:00:00,9L1G2UNDQU
Station1_LOG01945,SRV070,CL-1,2025-08-01 13:35:00,54.84,29.17,15.37,13.32,24.22,191.06,0.87,v2.0.3,2024-07-19 00:00:00,L6RMX1VZAP
Station1_LOG01946,SRV034,CL-6,2025-08-01 14:14:00,34.06,63.75,8.07,5.67,17.59,602.86,4,v1.1.2,2024-09-28 00:00:00,RB3XC39YUV
Station1_LOG01947,SRV011,CL-7,2025-08-02 12:12:00,11.34,41.99,10.94,22.31,19.05,724.74,6.45,v3.1.0,2024-09-19 00:00:00,VUUEU7AXTC
Station1_LOG01948,SRV056,CL-4,2025-08-01 09:51:00,40.19,,30.4,9.72,16.78,706.8,8.79,v1.0.0,2024-09-07 00:00:00,0UFOJ0M9UL
Station1_LOG01949,SRV082,CL-10,2025-08-02 17:51:00,47.41,71.85,18.33,14.09,15.04,736.12,7.9,v2.0.3,2024-01-20 00:00:00,5T7P9QWGR4
Station1_LOG01950,SRV082,CL-10,2025-08-01 03:30:00,36.04,78.11,9.02,1.63,5.65,635.05,5.31,v2.0.3,2024-09-16 00:00:00,BOFA204OAX
Station1_LOG01951,SRV077,CL-1,2025-08-01 21:04:00,64.74,71.12,45.83,4.23,22.54,564.22,6.07,v1.0.0,2024-02-05 00:00:00,46Y07BONN4
Station1_LOG01952,SRV032,CL-4,2025-08-02 00:34:00,51.68,,51.34,5.83,,677.63,4.34,v2.0.3,2024-11-12 00:00:00,ZPR6H2U8V7
Station1_LOG01953,SRV071,CL-2,2025-08-01 21:03:00,77.45,81.96,44.3,7.31,6.75,560.84,4.63,v1.0.0,2024-12-07 00:00:00,LFY1U7N4VA
Station1_LOG01954,SRV045,CL-2,2025-08-02 07:06:00,41.09,81.18,56.67,6.13,18.17,889.6,2.12,v2.0.3,2024-03-09 00:00:00,YICCWBPOYI
Station1_LOG01955,SRV008,CL-1,2025-08-02 06:43:00,37.23,52.3,33.73,20.11,5.6,898.43,3.65,v1.1.2,2024-04-01 00:00:00,W9I9NFR72H
Station1_LOG01956,SRV001,CL-8,2025-08-02 02:20:00,30.65,44.34,51.7,13.67,20.31,906.5,3.93,v3.1.0,2024-05-21 00:00:00,FNL86O1BXM
Station1_LOG01957,SRV063,CL-10,2025-08-02 13:48:00,30.45,,,29.59,15.32,571.07,5.67,v2.0.3,2024-12-25 00:00:00,HEQN664JY9
Station1_LOG01958,SRV056,CL-4,2025-08-01 22:44:00,63.73,59.18,10.7,2.94,13.16,113.33,3.48,v3.1.0,2024-08-20 00:00:00,8ZJ772595E
Station1_LOG01959,SRV034,CL-6,2025-08-02 21:43:00,23.69,78.45,18.76,3.58,12.28,460.94,6.56,v1.0.0,2024-05-09 00:00:00,PDVVJQB5ON
Station1_LOG01960,SRV074,CL-3,2025-08-01 09:39:00,76.27,69.15,66.57,26.28,16.94,974.55,3.88,v2.0.3,2024-05-28 00:00:00,2YI5YH7RPV
Station1_LOG01961,SRV054,CL-9,2025-08-02 00:02:00,16.85,30.75,,11.39,22.37,708.73,4.74,v2.0.3,2024-05-25 00:00:00,2I2DPGPJ4W
Station1_LOG01962,SRV084,CL-9,2025-08-01 07:21:00,69.87,25.84,76.35,26.62,21.48,581.57,4.49,v1.1.2,2024-09-17 00:00:00,IHM7X1HXCH
Station1_LOG01963,SRV035,CL-6,2025-08-02 22:15:00,45.77,81.98,31.88,20.68,6.13,925.94,9.56,v1.0.0,2024-08-01 00:00:00,FSRKQ32Q0I
Station1_LOG01964,SRV067,CL-5,2025-08-02 18:21:00,64.97,53.15,62.87,29.29,18.74,798.73,8.25,v3.1.0,2024-02-20 00:00:00,Z5U5MTXS83
Station1_LOG01965,SRV017,CL-6,2025-08-02 21:09:00,61.68,32.63,29.86,22.78,22.22,173.17,7.51,v2.0.3,2024-12-22 00:00:00,YKSLJ5HRUP
Station1_LOG01966,SRV046,CL-7,2025-08-02 09:15:00,73.63,58.87,13.71,26.75,18.89,212.18,7.31,v1.0.0,2024-07-04 00:00:00,SIKFESVJLV
Station1_LOG01967,SRV074,CL-3,2025-08-02 21:13:00,83.88,55.91,13.12,29.54,8.46,834.58,8.5,v3.1.0,2024-04-10 00:00:00,TA84DQ6XNV
Station1_LOG01968,SRV067,CL-5,2025-08-01 08:00:00,11.46,23.95,68.51,26.62,19.4,171,0.27,v3.1.0,2024-12-12 00:00:00,4A3NDPYN89
Station1_LOG01969,SRV054,CL-9,2025-08-01 23:56:00,12.26,39.2,31.47,15.95,1.47,399,3.11,v2.0.3,2024-01-24 00:00:00,WHCRCWRURD
Station1_LOG01970,SRV028,CL-2,2025-08-01 20:25:00,18.75,58.38,7.55,26.69,1.49,212.39,7.45,v1.0.0,2024-05-19 00:00:00,4XL1T4NB5G
Station1_LOG01971,SRV011,CL-7,2025-08-02 02:54:00,66.43,38.16,9.28,13.39,17.54,510.43,3.25,v1.0.0,2024-09-09 00:00:00,IS5NTT4Z9X
Station1_LOG01972,SRV020,CL-9,2025-08-01 01:35:00,13.39,74.54,15.75,18.25,16.33,444.73,3.16,v1.0.0,2024-05-24 00:00:00,7JMIXNAM0Y
Station1_LOG01973,SRV046,CL-7,2025-08-02 17:57:00,30.63,,24.67,6.21,21.38,732.96,5.89,v1.1.2,2024-04-02 00:00:00,BR3I93QF2H
Station1_LOG01974,SRV081,CL-4,2025-08-02 05:07:00,88.01,25.89,20.78,6.55,18.19,153.01,8.55,v1.1.2,2024-03-21 00:00:00,NBVJIH4F1X
Station1_LOG01975,SRV071,CL-2,2025-08-02 00:59:00,30.75,61.41,65.44,7.92,3.38,836.69,3.47,v2.0.3,2024-04-19 00:00:00,QGKNHX3VKP
Station1_LOG01976,SRV045,CL-2,2025-08-02 19:14:00,37.65,22.39,29.06,24.57,,844.89,3.57,v3.1.0,2024-03-15 00:00:00,JALJZE4K2V
Station1_LOG01977,SRV043,CL-8,2025-08-01 06:04:00,75.27,70.8,32.4,10.22,20.58,916.12,0.75,v1.0.0,2024-11-25 00:00:00,FMK3PBE1UG
Station1_LOG01978,SRV010,CL-4,2025-08-01 12:55:00,41.69,82.96,64.79,21.44,9.96,213.18,8.61,v1.1.2,2024-09-21 00:00:00,V7K5UGLXKR
Station1_LOG01979,SRV040,CL-6,2025-08-01 12:00:00,71.07,73.16,73.04,4.17,13.98,490.16,9.95,v3.1.0,2024-06-11 00:00:00,DS1S5Y9HGR
Station1_LOG01980,SRV010,CL-4,2025-08-02 04:54:00,36.81,58.9,38.25,20.53,19.64,375.51,3.77,v1.0.0,2024-02-06 00:00:00,ECI1ZSMH12
Station1_LOG01981,SRV017,CL-6,2025-08-01 12:11:00,89.24,,48.48,20.03,22.37,355.78,1.73,v2.0.3,2024-05-22 00:00:00,1L2KSZIPSH
Station1_LOG01982,SRV010,CL-4,2025-08-02 23:19:00,20.28,57.37,45.17,8.7,16.11,397.96,5.24,v1.1.2,2024-01-20 00:00:00,47Y7M8MRYK
Station1_LOG01983,SRV013,CL-2,2025-08-02 01:55:00,49.62,89.41,14.48,21.84,21.13,477.64,5.21,v3.1.0,2024-09-24 00:00:00,UUZ98JDM2O
Station1_LOG01984,SRV017,CL-6,2025-08-01 07:11:00,15.05,,,26.57,24.63,765.7,8.12,v1.0.0,2024-04-27 00:00:00,AGDFU8DD3V
Station1_LOG01985,SRV084,CL-9,2025-08-01 15:19:00,87.69,71.38,14.28,14.05,21.86,626.19,4.26,v2.0.3,2024-02-09 00:00:00,97OIE00EJH
Station1_LOG01986,SRV081,CL-4,2025-08-02 08:24:00,14.11,86.15,77.5,12.47,24.35,460.78,5.21,v1.0.0,2024-10-13 00:00:00,R5RSB3CEMV
Station1_LOG01987,SRV050,CL-1,2025-08-01 14:12:00,37.22,78.16,52.97,19.65,1.39,385.33,9.62,v1.1.2,2024-12-22 00:00:00,OM2OYHZ3UG
Station1_LOG01988,SRV091,CL-2,2025-08-01 02:23:00,79.87,44.76,76.75,22.57,17.56,328.07,3.06,v3.1.0,2024-04-06 00:00:00,HTMME870P2
Station1_LOG01989,SRV040,CL-6,2025-08-02 19:00:00,31.43,34.15,66.23,22.78,3.96,262.59,3.23,v2.0.3,2024-07-10 00:00:00,AYIW1TS9VN
Station1_LOG01990,SRV026,CL-2,2025-08-02 08:53:00,67.85,69.85,71.54,1.09,11.89,990.89,7.62,v3.1.0,2024-10-19 00:00:00,VHSDUX5WK8
Station1_LOG01991,SRV089,CL-1,2025-08-02 22:33:00,22.97,45.5,5.81,26.64,14.5,440.14,6.75,v1.0.0,2024-10-23 00:00:00,XBKNE4L166
